category,store,product_name,price,search_term,store_url
Notebooks,EarthHero,Bamboo Crib Mattress Protector,179.0,bamboo notebook,https://earthhero.com
Notebooks,EarthHero,"Kraft Paper Compostable Straws 8""",1.63,bamboo notebook,https://earthhero.com
Notebooks,EarthHero,"Kraft Paper Compostable Straws 8""",3.25,bamboo notebook,https://earthhero.com
Notebooks,EarthHero,Love Your Mother Organic Tote Bag,14.99,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Fresh Linen Laundry Detergent Strips,19.95,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Baby Laundry Detergent Strips,19.95,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Eco Owl Buddy Dog Toy,21.99,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,First Aid Kit,19.99,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Gift Card,5.0,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Milk Paint - Eco-Friendly Paint,16.99,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,No Planet B Eco Dryer Balls,18.0,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Stars Galore Eco Dryer Balls,35.0,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Disposable Garments Zero Waste Box,129.0,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Stones Eco Dryer Balls,32.0,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Organic Cotton Biodiversity Cushioned Footie Socks,8.49,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,"Ultimate Reusable 3-in-1 Bag - Reusable Tote Bag, Backpack, Shopping Bag, Multiple Colors",19.95,eco-friendly journal,https://earthhero.com
Notebooks,EarthHero,Reusable Chemex Coffee Filter,12.99,handmade paper notebook,https://earthhero.com
Notebooks,EarthHero,Extra Thick Cork Yoga Mat 6mm,110.0,handmade paper notebook,https://earthhero.com
Notebooks,EarthHero,Classic Cork Yoga Mat 3.5mm,84.0,handmade paper notebook,https://earthhero.com
Notebooks,EarthHero,Pocket Sized Ruled Decomposition Notebook,6.99,handmade paper notebook,https://earthhero.com
Notebooks,EarthHero,Hemp Pyramid Cat Toy,12.99,hemp paper notebook,https://earthhero.com
Notebooks,EarthHero,Hemp & Organic Cotton Wash Towel- 2 Pack,20.0,hemp paper notebook,https://earthhero.com
Notebooks,EarthHero,The Marquesa Bag,169.99,tree-free journal,https://earthhero.com
Notebooks,EarthHero,Women's TreeBlend Classic T-Shirt,19.99,tree-free journal,https://earthhero.com
Notebooks,EarthHero,Women's TreeBlend Classic T-Shirt,34.99,tree-free journal,https://earthhero.com
Notebooks,EarthHero,Amber + Moss Car Fragrance,9.99,tree-free journal,https://earthhero.com
Notebooks,Package Free Shop,Price,18.0,eco notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,18.0,eco notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,9.0,eco notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,3.0,eco notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,14.0,eco notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,5.0,eco notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Price,20.0,sustainable notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,15.0,sustainable notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,20.0,sustainable notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Price,84.0,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,43.2,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,60.0,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,11.0,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,16.15,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,19.0,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,12.75,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,9.5,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,84.0,recycled paper journal,https://packagefreeshop.com
Notebooks,Package Free Shop,Price,189.0,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,2.0,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,29.95,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,12.0,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,70.0,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,189.0,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,25.2,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,36.0,bamboo notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Price,43.2,handmade paper notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,17.0,handmade paper notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,8.4,handmade paper notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Regular price,7.0,handmade paper notebook,https://packagefreeshop.com
Notebooks,Package Free Shop,Price,500.0,tree-free journal,https://packagefreeshop.com
Notebooks,Ten Thousand Villages,Our Mission,20.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco Leather Messenger Bag,295.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,295.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Aahna Metallic Journal,12.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,12.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Reflections Leather Lotus Journal,39.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Reflections Leather Lotus Journal,20.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,39.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,20.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Lead the Way Journal,39.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Blue Retro Napkin,9.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,9.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Endless Knot Leather Journal,24.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,24.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Handcarved Wood Reversi Game,54.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,54.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Read All About It Recycled Newspaper Trivet,9.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco Leather Wristlet Wallet,39.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco Leather Wristlet Wallet,10.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco-Chic Headband,14.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,14.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Structured Eco-Leather Purse,150.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Structured Eco-Leather Purse,37.5,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,150.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,37.5,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Bright Striped Batik Journal,24.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Bright Striped Batik Journal,12.5,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,12.5,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Transa Recycled Sari Flower Card,8.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Transa Recycled Sari Flower Card,4.5,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,8.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,4.5,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Circuit Board Photo Frame,24.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Circuit Board Photo Frame,18.74,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,18.74,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Prism Wood Frame,34.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,34.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Jiyo Serving Board,49.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,49.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco News Woven Table Runner,29.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco News Woven Table Runner,15.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,29.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco News Woven Placemats - Set of 2,19.99,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco News Woven Placemats - Set of 2,10.0,eco notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sustainable Kitchen Cookbook,32.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,32.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,African Proverbs Calendar,19.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Mint Charcoal Soap,9.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Earth News Journal,24.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Woven Recycled Sari Journal,19.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Field of Flowers Card,6.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Field of Flowers Card,3.5,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,6.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Many Wishes Card,6.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Many Wishes Card,5.24,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,5.24,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quiet Sun Napkin,9.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quiet Sun Napkin,5.0,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quiet Sun Table Runner,39.99,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quiet Sun Table Runner,20.0,sustainable notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sari & Leather Travel Journal,29.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,5x7 Mango Wood Tree Frame,29.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,News Reader Magnifying Glass,24.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sari Wrapped Paper Tray,24.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sari Wrapped Paper Tray,12.5,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sweet Snowflake Quilled Card,11.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sweet Snowflake Quilled Card,8.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Green Leaves Body Wrap,36.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Green Leaves Body Wrap,27.74,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,36.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,27.74,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Geo Floral Handmade Card,8.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Geo Floral Handmade Card,4.5,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Charcoal Grid Frame,39.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Charcoal Grid Frame,44.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Charcoal Grid Frame,10.0,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Charcoal Grid Frame,11.25,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,44.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,11.25,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Recycled Paper Tree Ornament,12.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Recycled Paper Tree Ornament,9.74,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,CELEBRATE Silk Paper Garland,10.99,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,CELEBRATE Silk Paper Garland,5.5,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,5.5,recycled paper journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Amber Incense Set,4.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Jasmine Incense Set,4.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Lavender Incense Set,4.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Patchouli Incense Sticks,4.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Blue Nile Tea Towel,14.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Blue Nile Tea Towel,11.24,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Bamboo Basket Garland,24.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Bamboo Basket Garland,6.25,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Pathi Grass Chopsticks & Case,14.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Pathi Grass Chopsticks & Case,11.24,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Riverbanks Table Runner,29.99,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Riverbanks Table Runner,22.49,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,22.49,bamboo notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Socks That Save Cat,16.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,16.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Paper Heart Box,14.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Kaisa Storage Basket,29.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Kaisa Storage Basket,39.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Kaisa Storage Basket,22.49,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco-friendly Body Scrubber,10.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Eco-friendly Body Scrubber,5.5,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Daisy Dreams Journal,19.99,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Daisy Dreams Journal,10.0,eco-friendly journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sesa Paper Flower - Hibiscus,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Home Sweet Home Handmade Greeting Card,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Home Sweet Home Handmade Greeting Card,4.5,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Pressed Daisy Handmade Card,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Pressed Daisy Handmade Card,4.5,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sahasi Handmade Journal,24.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sahasi Handmade Journal,6.25,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Bright Night Handmade Greeting Card,6.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Bright Night Handmade Greeting Card,3.5,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Wildflowers Birthday Card,10.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Hello Friend Flowers Greeting Card,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Golden Tree Ornament Card,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Golden Tree Ornament Card,4.5,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Kathmandu Singing Bowl,89.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,89.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Guiding Star Christmas Card,11.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Guiding Star Christmas Card,6.0,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Heart in Bloom Card,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sharing Light Candleholder,19.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Sharing Light Candleholder,10.0,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Wedding Congratulations Card,10.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Peace Bookmark,9.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Rainbow Star Garland,12.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Handcrafted Quilled Heart Card,11.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Intertwining Ideas Journal,29.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Angel Ornament,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Angel Ornament,6.74,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Cupcakes Birthday Card,10.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Bouquet Thank You Card,10.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Quilled Balloon Birthday Card,10.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Desi Cookbook/Tablet Stand,39.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Khairo Handloomed Cotton Set of 2 Placemats,29.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Deiji Floral Handmade Card,8.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Deiji Floral Handmade Card,6.74,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Cute Jute Elephant Handmade Card,6.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Cute Jute Elephant Handmade Card,3.5,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Paper Mache Hope Ornament,10.99,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Paper Mache Hope Ornament,8.24,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,8.24,handmade paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Green Bounty Tablecloth,69.99,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,69.99,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Blue Elephant Coin Purse,8.99,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Blue Elephant Coin Purse,4.5,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Hemp Soap Bag,12.99,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Palm Tree Hammock,225.0,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Palm Tree Hammock,56.25,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,225.0,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Original price,56.25,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Neeru Hemp Handknit Crossbody Bag,29.99,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Neeru Hemp Handknit Crossbody Bag,7.5,hemp paper notebook,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Tree Poem Wall Hanging,39.99,tree-free journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Tree of Life Bike Chain Trivet,24.99,tree-free journal,https://www.tenthousandvillages.com
Notebooks,Ten Thousand Villages,Enjoy the Shade Wall Art,34.99,tree-free journal,https://www.tenthousandvillages.com
